"campaignid","sample","latitude","longitude","date.time","site","location","status","depth","successful.count","successful.length","observer.count","observer.length"
"2019-08_Ningaloo_stereo-BRUVs","1.01",-22.84786205,113.5404917,"2019-08-12T09:23:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","1.02",-22.85016136,113.5252875,"2019-08-12T09:35:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","1.03",-22.84437,113.51304,"2019-08-12T09:43:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","1.04",-22.8402743,113.5183981,"2019-08-12T09:51:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","1.05",-22.83417,113.51601,"2019-08-12T09:58:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","No","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","1.06",-22.83153691,113.523387,"2019-08-12T10:06:00+08:00","1","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","2.02",-22.83153691,113.5625852,"2019-08-12T11:47:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","No","Brooke Gibbons",NA
"2019-08_Ningaloo_stereo-BRUVs","2.03",-22.82900766,113.5659111,"2019-08-12T11:57:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","2.04",-22.82440903,113.5815904,"2019-08-12T12:05:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlote Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","2.05",-22.82256957,113.5770767,"2019-08-12T12:12:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","2.06",-22.82164985,113.5716127,"2019-08-12T12:18:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","2.07",-22.8191206,113.5640106,"2019-08-12T12:24:00+08:00","2","Ningaloo Marine Park","Fished","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.01",-22.81314238,113.5207738,"2019-08-12T14:12:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.02",-22.81015327,113.5262378,"2019-08-12T14:07:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","No","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.03",-22.80693423,113.5338398,"2019-08-12T14:00:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.04",-22.80608,113.51938,"2019-08-12T14:17:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","No","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.05",-22.80532471,113.51626,"2019-08-12T14:21:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","3.06",-22.80463491,113.5105585,"2019-08-12T14:25:00+08:00","3","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.01",-22.80504,113.49708,"2019-08-13T08:05:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.02",-22.79001,113.51077,"2019-08-13T08:15:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.03",-22.78991929,113.5005807,"2019-08-13T08:24:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.08",-22.78601045,113.4984427,"2019-08-13T08:29:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.11",-22.78371114,113.496067,"2019-08-13T08:33:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","4.12",-22.78578052,113.4877522,"2019-08-13T08:56:00+08:00","4","Ningaloo Marine Park","Fished","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.02",-22.78253,113.54762,"2019-08-13T15:37:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.03",-22.78303,113.56188,"2019-08-13T15:42:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.07",-22.7727833,113.57245,"2019-08-13T15:49:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.08",-22.76807579,113.5716127,"2019-08-13T15:53:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.11",-22.76278737,113.5723254,"2019-08-13T16:05:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","5.13",-22.76082,113.58319,"2019-08-13T16:11:00+08:00","5","Ningaloo Marine Park","No-take","?","Yes","No","Charlotte Aston",NA
"2019-08_Ningaloo_stereo-BRUVs","6.01",-22.77091,113.53596,"2019-08-13T13:41:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","6.02",-22.75818,113.55367,"2019-08-13T13:31:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","6.03",-22.75754,113.54189,"2019-08-13T13:25:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","6.04",-22.75175065,113.5402541,"2019-08-13T13:21:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","6.05",-22.7411738,113.5412044,"2019-08-13T13:15:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","6.12",-22.73059695,113.541917,"2019-08-13T13:11:00+08:00","6","Ningaloo Marine Park","No-take","?","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.01",-22.73427585,113.5509445,"2019-08-14T08:24:00+08:00","7","Ningaloo Marine Park","No-take","85","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.02",-22.7317466,113.5533202,"2019-08-14T08:21:00+08:00","7","Ningaloo Marine Park","No-take","84","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.03",-22.72507859,113.5554582,"2019-08-14T08:16:00+08:00","7","Ningaloo Marine Park","No-take","82","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.04",-22.72760784,113.5630603,"2019-08-14T08:13:00+08:00","7","Ningaloo Marine Park","No-take","75","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.05",-22.72875749,113.5732756,"2019-08-14T08:08:00+08:00","7","Ningaloo Marine Park","No-take","72","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","7.08",-22.73059695,113.5756513,"2019-08-14T08:03:00+08:00","7","Ningaloo Marine Park","No-take","72","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.01",-22.71266228,113.5497567,"2019-08-14T10:00:00+08:00","8","Ningaloo Marine Park","No-take","87","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.02",-22.70277523,113.5559334,"2019-08-14T10:06:00+08:00","8","Ningaloo Marine Park","No-take","76","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.05",-22.7017,113.57994,"2019-08-14T10:31:00+08:00","8","Ningaloo Marine Park","No-take","63","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.06",-22.69621,113.58157,"2019-08-14T10:27:00+08:00","8","Ningaloo Marine Park","No-take","61","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.07",-22.69542,113.57783,"2019-08-14T10:23:00+08:00","8","Ningaloo Marine Park","No-take","63","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","8.12",-22.69932625,113.547381,"2019-08-14T10:11:00+08:00","8","Ningaloo Marine Park","No-take","95","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","9.01",-22.70139564,113.5359779,"2019-08-13T11:16:00+08:00","9","Ningaloo Marine Park","No-take","?","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","9.02",-22.7025453,113.5214865,"2019-08-13T11:00:00+08:00","9","Ningaloo Marine Park","No-take","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","9.06",-22.6931181,113.5319393,"2019-08-13T11:10:00+08:00","9","Ningaloo Marine Park","No-take","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","9.07",-22.71082283,113.5255251,"2019-08-13T10:52:00+08:00","9","Ningaloo Marine Park","No-take","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","9.08",-22.71220242,113.5136468,"2019-08-13T10:45:00+08:00","9","Ningaloo Marine Park","No-take","?","Yes","Yes","Todd Bond","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.01",-22.67587323,113.5564085,"2019-08-14T12:13:00+08:00","10","Ningaloo Marine Park","No-take","93","Yes","No","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.02",-22.67334399,113.5564085,"2019-08-14T12:19:00+08:00","10","Ningaloo Marine Park","No-take","95","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.03",-22.66874535,113.5628228,"2019-08-14T12:24:00+08:00","10","Ningaloo Marine Park","No-take","88","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.04",-22.6669059,113.5518948,"2019-08-14T12:33:00+08:00","10","Ningaloo Marine Park","No-take","110","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.09",-22.62918,113.55942,"2019-08-14T14:34:00+08:00","10","Ningaloo Marine Park","Fished","160","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.11",-22.61773,113.5636,"2019-08-14T14:41:00+08:00","10","Ningaloo Marine Park","Fished","160","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.12",-22.59615,113.57775,"2019-08-14T15:20:00+08:00","10","Ningaloo Marine Park","No-take","136","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.13",-22.638,113.579,"2019-08-14T14:53:00+08:00","10","Ningaloo Marine Park","No-take","78","Yes","Yes","Brooke Gibbons","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.14",-22.624,113.5916667,"2019-08-14T15:02:00+08:00","10","Ningaloo Marine Park","No-take","74","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","10.15",-22.6058333,113.594,"2019-08-14T15:10:00+08:00","10","Ningaloo Marine Park","No-take","84","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","11.01",-22.54044354,113.6215013,"2019-08-15T08:06:00+08:00","11","Ningaloo Marine Park","Fished","84","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","11.02",-22.5365347,113.6248272,"2019-08-15T08:11:00+08:00","11","Ningaloo Marine Park","Fished","81","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","11.04",-22.52871703,113.6243521,"2019-08-15T08:19:00+08:00","11","Ningaloo Marine Park","Fished","91","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","11.06",-22.52388847,113.6345674,"2019-08-15T08:31:00+08:00","11","Ningaloo Marine Park","Fished","77","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","12.02",-22.46724,113.67504,"2019-08-15T10:37:00+08:00","12","Ningaloo Marine Park","Fished","56","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","12.03",-22.46824503,113.6678265,"2019-08-15T10:44:00+08:00","12","Ningaloo Marine Park","Fished","65","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","12.04",-22.46433619,113.6687767,"2019-08-15T10:48:00+08:00","12","Ningaloo Marine Park","Fished","70","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","12.05",-22.4673253,113.6599868,"2019-08-15T10:29:00+08:00","12","Ningaloo Marine Park","Fished","86","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","12.11",-22.48475,113.64333,"2019-08-15T10:14:00+08:00","12","Ningaloo Marine Park","Fished","100","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.02",-22.40386419,113.7058369,"2019-08-15T12:32:00+08:00","13","Ningaloo Marine Park","Fished","69","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.03",-22.39903562,113.7013231,"2019-08-15T12:52:00+08:00","13","Ningaloo Marine Park","Fished","83","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.04",-22.39765604,113.6972845,"2019-08-15T12:48:00+08:00","13","Ningaloo Marine Park","Fished","92","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.05",-22.40087508,113.6932459,"2019-08-15T12:43:00+08:00","13","Ningaloo Marine Park","Fished","96","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.06",-22.40478391,113.6922957,"2019-08-15T12:39:00+08:00","13","Ningaloo Marine Park","Fished","94.5","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","13.08",-22.39328734,113.7039364,"2019-08-15T12:56:00+08:00","13","Ningaloo Marine Park","Fished","85","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.01",-22.32524,113.72408,"2019-08-15T14:46:00+08:00","14","Ningaloo Marine Park","Fished","96","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.02",-22.30284,113.73251,"2019-08-15T15:12:00+08:00","14","Ningaloo Marine Park","No-take","101","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.06",-22.17832,113.79046,"2019-08-16T08:12:00+08:00","14","Ningaloo Marine Park","Fished","100","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.11",-22.3266667,113.7371667,"2019-08-15T14:53:00+08:00","14","Ningaloo Marine Park","Fished","75","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.12",-22.3071667,113.746,"2019-08-15T15:05:00+08:00","14","Ningaloo Marine Park","No-take","82","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","14.13",-22.2866667,113.7416667,"2019-08-15T15:20:00+08:00","14","Ningaloo Marine Park","No-take","101","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","15.01",-22.17344,113.7915,"2019-08-16T08:16:00+08:00","15","Ningaloo Marine Park","Fished","100","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","15.02",-22.16882,113.7941,"2019-08-16T08:20:00+08:00","15","Ningaloo Marine Park","Fished","100","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","15.07",-22.13639,113.79163,"2019-08-16T08:43:00+08:00","15","Ningaloo Marine Park","Fished","116","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","15.12",-22.14381158,113.7899349,"2019-08-16T08:39:00+08:00","15","Ningaloo Marine Park","Fished","110","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","16.01",-22.12155,113.80074,"2019-08-16T10:22:00+08:00","18","Ningaloo Marine Park","Fished","101","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","16.02",-22.11624,113.79192,"2019-08-16T10:28:00+08:00","16","Ningaloo Marine Park","Fished","145","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","16.03",-22.10669,113.7967,"2019-08-16T10:39:00+08:00","16","Ningaloo Marine Park","Fished","190","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","16.04",-22.09742,113.8081,"2019-08-16T10:48:00+08:00","16","Ningaloo Marine Park","Fished","100","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","16.05",-22.0856,113.82563,"2019-08-16T11:00:00+08:00","16","Ningaloo Marine Park","Fished","85","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","17.08",-22.0943763,113.8193929,"2019-08-16T10:53:00+08:00","17","Ningaloo Marine Park","Fished","90","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.01",-22.06954369,113.812266,"2019-08-16T12:33:00+08:00","18","Ningaloo Marine Park","Fished","91","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.02",-22.06517499,113.8120284,"2019-08-16T12:38:00+08:00","18","Ningaloo Marine Park","Fished","91","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.03",-22.06563485,113.8082274,"2019-08-16T12:46:00+08:00","18","Ningaloo Marine Park","Fished","117","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.04",-22.06172601,113.810603,"2019-08-16T12:50:00+08:00","18","Ningaloo Marine Park","Fished","134","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.07",-22.06264574,113.8281828,"2019-08-16T12:54:00+08:00","18","Ningaloo Marine Park","Fished","109","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","18.08",-22.0725328,113.823194,"2019-08-16T12:58:00+08:00","18","Ningaloo Marine Park","Fished","96","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.01",-22.01347,113.82289,"2019-08-16T14:42:00+08:00","19","Ningaloo Marine Park","Fished","107","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.02",-22.00792203,113.821531,"2019-08-16T14:44:00+08:00","19","Ningaloo Marine Park","Fished","122","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.03",-22.00286353,113.8305585,"2019-08-16T14:55:00+08:00","19","Ningaloo Marine Park","Fished","99","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.04",-22.00056422,113.8255696,"2019-08-16T14:49:00+08:00","19","Ningaloo Marine Park","Fished","109","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.05",-21.99757511,113.8291331,"2019-08-16T14:59:00+08:00","19","Ningaloo Marine Park","Fished","101","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","19.08",-21.99412613,113.8234315,"2019-08-16T15:03:00+08:00","19","Ningaloo Marine Park","Fished","130","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.01",-21.68647769,114.0835652,"2019-08-17T13:22:00+08:00","23","Ningaloo Marine Park","Fished","102","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.02",-21.68555797,114.0785763,"2019-08-17T13:28:00+08:00","23","Ningaloo Marine Park","Fished","106","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.03",-21.68233893,114.0811896,"2019-08-17T13:31:00+08:00","23","Ningaloo Marine Park","Fished","109","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.04",-21.67980968,114.0845155,"2019-08-17T13:35:00+08:00","23","Ningaloo Marine Park","Fished","110","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.06",-21.67475118,114.0944932,"2019-08-17T13:46:00+08:00","23","Ningaloo Marine Park","Fished","107","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","23.09",-21.706867,114.0747,"2019-08-17T13:13:00+08:00","23","Ningaloo Marine Park","Fished","67","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","30.02",-21.90687,113.90722,"2019-08-17T10:08:00+08:00","30","Ningaloo Marine Park","Fished","69","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","30.03",-21.89999,113.91082,"2019-08-17T10:13:00+08:00","30","Ningaloo Marine Park","Fished","67","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","30.04",-21.89513,113.91423,"2019-08-17T10:16:00+08:00","30","Ningaloo Marine Park","Fished","69","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","30.05",-21.88983,113.91801,"2019-08-17T10:20:00+08:00","30","Ningaloo Marine Park","Fished","68","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","30.06",-21.8876,113.9202,"2019-08-17T10:23:00+08:00","30","Ningaloo Marine Park","Fished","66","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.01",-21.6873167,114.08985,"2019-08-17T15:25:00+08:00","31","Ningaloo Marine Park","Fished","77","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.02",-21.6919667,114.09,"2019-08-17T15:29:00+08:00","31","Ningaloo Marine Park","Fished","71","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.03",-21.69445,114.0887667,"2019-08-17T15:31:00+08:00","31","Ningaloo Marine Park","Fished","66","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.04",-21.69635,114.0877667,"2019-08-17T15:34:00+08:00","31","Ningaloo Marine Park","Fished","64","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.05",-21.70045,114.0814333,"2019-08-17T15:39:00+08:00","31","Ningaloo Marine Park","Fished","67","Yes","Yes","Charlotte Aston","Charlotte Aston"
"2019-08_Ningaloo_stereo-BRUVs","31.06",-21.7025167,114.0774833,"2019-08-17T15:45:00+08:00","31","Ningaloo Marine Park","Fished","66","Yes","Yes","Charlotte Aston","Charlotte Aston"
